Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 6459: (94, 67), status: INFECTED, was infected 58 time(s).
Person 6460: (8, 52), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6461: (87, 34), status: IMMUNE, was infected 54 time(s).
Person 6462: (100, 60), status: IMMUNE, was infected 49 time(s).
Person 6463: (78, 27), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6464: (88, 46), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6465: (29, 109), status: IMMUNE, was infected 64 time(s).
Person 6466: (48, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6467: (51, 97), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6468: (71, 13), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6469: (55, 109), status: IMMUNE, was infected 60 time(s).
Person 6470: (27, 33), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6471: (109, 30), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6472: (109, 61), status: INFECTED, was infected 58 time(s).
Person 6473: (31, 90), status: SUSCEPTIBLE, was infected 61 time(s).
Person 6474: (71, 54), status: IMMUNE, was infected 51 time(s).
Person 6475: (57, 0), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6476: (58, 73), status: INFECTED, was infected 59 time(s).
Person 6477: (76, 60), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6478: (53, 31), status: INFECTED, was infected 58 time(s).
Person 6479: (9, 82), status: INFECTED, was infected 51 time(s).
Person 6480: (101, 21), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6481: (61, 69), status: IMMUNE, was infected 48 time(s).
Person 6482: (2, 109), status: INFECTED, was infected 48 time(s).
Person 6483: (73, 95), status: INFECTED, was infected 52 time(s).
Person 6484: (0, 99), status: INFECTED, was infected 58 time(s).
Person 6485: (84, 49), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6486: (9, 0), status: INFECTED, was infected 55 time(s).
Person 6487: (77, 83), status: IMMUNE, was infected 41 time(s).
Person 6488: (93, 105), status: INFECTED, was infected 47 time(s).
Person 6489: (49, 71), status: IMMUNE, was infected 43 time(s).
Person 6490: (53, 72), status: IMMUNE, was infected 59 time(s).
Person 6491: (108, 101), status: SUSCEPTIBLE, was infected 25 time(s).
Person 6492: (41, 17), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6493: (13, 31), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6494: (27, 46), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6495: (84, 38), status: IMMUNE, was infected 59 time(s).
Person 6496: (80, 109), status: IMMUNE, was infected 62 time(s).
Person 6497: (33, 87), status: IMMUNE, was infected 57 time(s).
Person 6498: (70, 77), status: INFECTED, was infected 59 time(s).
Person 6499: (104, 76), status: INFECTED, was infected 56 time(s).
Person 6500: (92, 105), status: INFECTED, was infected 51 time(s).
Person 6501: (13, 9), status: INFECTED, was infected 55 time(s).
Person 6502: (109, 36), status: IMMUNE, was infected 54 time(s).
Person 6503: (102, 42), status: IMMUNE, was infected 56 time(s).
Person 6504: (7, 109), status: IMMUNE, was infected 61 time(s).
Person 6505: (40, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6506: (13, 27), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6507: (36, 14), status: INFECTED, was infected 49 time(s).
Person 6508: (46, 3), status: INFECTED, was infected 52 time(s).
Person 6509: (36, 73), status: IMMUNE, was infected 60 time(s).
Person 6510: (43, 54), status: INFECTED, was infected 59 time(s).
Person 6511: (92, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6512: (100, 62), status: IMMUNE, was infected 58 time(s).
Person 6513: (109, 38), status: INFECTED, was infected 54 time(s).
Person 6514: (76, 22), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6515: (87, 21), status: IMMUNE, was infected 51 time(s).
Person 6516: (80, 30), status: INFECTED, was infected 48 time(s).
Person 6517: (109, 39), status: IMMUNE, was infected 55 time(s).
Person 6518: (23, 5), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6519: (81, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6520: (21, 35), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6521: (91, 41), status: IMMUNE, was infected 58 time(s).
Person 6522: (107, 77), status: INFECTED, was infected 42 time(s).
Person 6523: (34, 42), status: INFECTED, was infected 43 time(s).
Person 6524: (22, 25), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6525: (10, 31), status: IMMUNE, was infected 52 time(s).
Person 6526: (8, 62), status: INFECTED, was infected 33 time(s).
Person 6527: (28, 76), status: INFECTED, was infected 51 time(s).
Person 6528: (50, 109), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6529: (107, 100), status: INFECTED, was infected 38 time(s).
Person 6530: (88, 15), status: INFECTED, was infected 54 time(s).
Person 6531: (108, 60), status: IMMUNE, was infected 57 time(s).
Person 6532: (96, 74), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6533: (6, 60), status: SUSCEPTIBLE, was infected 41 time(s).
Person 6534: (74, 42), status: INFECTED, was infected 50 time(s).
Person 6535: (12, 68), status: INFECTED, was infected 52 time(s).
Person 6536: (0, 12), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6537: (36, 97), status: IMMUNE, was infected 53 time(s).
Person 6538: (13, 75), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6539: (5, 0), status: IMMUNE, was infected 56 time(s).
Person 6540: (11, 88), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6541: (25, 37), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6542: (13, 24), status: IMMUNE, was infected 57 time(s).
Person 6543: (108, 102), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6544: (14, 29), status: INFECTED, was infected 53 time(s).
Person 6545: (92, 52), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6546: (59, 13), status: INFECTED, was infected 57 time(s).
Person 6547: (61, 66), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6548: (16, 16), status: INFECTED, was infected 56 time(s).
Person 6549: (43, 107), status: INFECTED, was infected 27 time(s).
Person 6550: (45, 59), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6551: (75, 78), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6552: (63, 13), status: INFECTED, was infected 61 time(s).
Person 6553: (44, 84), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6554: (10, 80), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6555: (0, 2), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6556: (75, 33), status: INFECTED, was infected 61 time(s).
Person 6557: (52, 94), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6558: (25, 65), status: IMMUNE, was infected 49 time(s).
Person 6559: (96, 58), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6560: (24, 61), status: IMMUNE, was infected 56 time(s).
Person 6561: (102, 98), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6562: (84, 29), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6563: (97, 67), status: SUSCEPTIBLE, was infected 41 time(s).
Person 6564: (0, 58), status: IMMUNE, was infected 63 time(s).
Person 6565: (37, 99), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6566: (87, 109), status: INFECTED, was infected 62 time(s).
Person 6567: (45, 27), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6568: (32, 54), status: IMMUNE, was infected 56 time(s).
Person 6569: (35, 109), status: INFECTED, was infected 62 time(s).
Person 6570: (4, 101), status: SUSCEPTIBLE, was infected 38 time(s).
Person 6571: (57, 98), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6572: (35, 16), status: IMMUNE, was infected 51 time(s).
Person 6573: (94, 39), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6574: (36, 4), status: IMMUNE, was infected 52 time(s).
Person 6575: (26, 37), status: IMMUNE, was infected 54 time(s).
Person 6576: (57, 69), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6577: (9, 2), status: SUSCEPTIBLE, was infected 32 time(s).
Person 6578: (71, 109), status: INFECTED, was infected 57 time(s).
Person 6579: (56, 1), status: IMMUNE, was infected 62 time(s).
Person 6580: (43, 72), status: INFECTED, was infected 53 time(s).
Person 6581: (48, 109), status: IMMUNE, was infected 51 time(s).
Person 6582: (41, 75), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6583: (57, 32), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6584: (81, 37), status: SUSCEPTIBLE, was infected 61 time(s).
Person 6585: (109, 34), status: IMMUNE, was infected 60 time(s).
Person 6586: (41, 79), status: IMMUNE, was infected 61 time(s).
Person 6587: (109, 101), status: IMMUNE, was infected 42 time(s).
Person 6588: (36, 0), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6589: (59, 27), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6590: (53, 33), status: IMMUNE, was infected 55 time(s).
Person 6591: (62, 11), status: IMMUNE, was infected 47 time(s).
Person 6592: (62, 0), status: INFECTED, was infected 61 time(s).
Person 6593: (109, 29), status: IMMUNE, was infected 60 time(s).
Person 6594: (99, 48), status: IMMUNE, was infected 48 time(s).
Person 6595: (96, 29), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6596: (10, 5), status: IMMUNE, was infected 52 time(s).
Person 6597: (2, 109), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6598: (4, 89), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6599: (31, 58), status: IMMUNE, was infected 55 time(s).
Person 6600: (107, 109), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6601: (0, 75), status: IMMUNE, was infected 61 time(s).
Person 6602: (5, 68), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6603: (93, 91), status: INFECTED, was infected 57 time(s).
Person 6604: (67, 97), status: INFECTED, was infected 49 time(s).
Person 6605: (50, 109), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6606: (82, 96), status: IMMUNE, was infected 58 time(s).
Person 6607: (67, 43), status: IMMUNE, was infected 59 time(s).
Person 6608: (83, 18), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6609: (68, 28), status: IMMUNE, was infected 50 time(s).
Person 6610: (36, 107), status: IMMUNE, was infected 47 time(s).
Person 6611: (108, 22), status: SUSCEPTIBLE, was infected 38 time(s).
Person 6612: (21, 36), status: IMMUNE, was infected 60 time(s).
Person 6613: (51, 61), status: INFECTED, was infected 50 time(s).
Person 6614: (35, 109), status: IMMUNE, was infected 60 time(s).
Person 6615: (37, 31), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6616: (78, 14), status: IMMUNE, was infected 47 time(s).
Person 6617: (68, 37), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6618: (85, 84), status: INFECTED, was infected 52 time(s).
Person 6619: (0, 53), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6620: (109, 79), status: INFECTED, was infected 59 time(s).
Person 6621: (69, 12), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6622: (105, 63), status: INFECTED, was infected 45 time(s).
Person 6623: (40, 13), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6624: (84, 108), status: INFECTED, was infected 55 time(s).
Person 6625: (46, 32), status: IMMUNE, was infected 56 time(s).
Person 6626: (24, 31), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6627: (66, 85), status: INFECTED, was infected 49 time(s).
Person 6628: (42, 77), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6629: (37, 43), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6630: (38, 73), status: INFECTED, was infected 55 time(s).
Person 6631: (28, 104), status: INFECTED, was infected 51 time(s).
Person 6632: (83, 104), status: IMMUNE, was infected 42 time(s).
Person 6633: (54, 65), status: INFECTED, was infected 45 time(s).
Person 6634: (0, 102), status: INFECTED, was infected 61 time(s).
Person 6635: (81, 102), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6636: (54, 55), status: INFECTED, was infected 64 time(s).
Person 6637: (13, 77), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6638: (35, 13), status: SUSCEPTIBLE, was infected 61 time(s).
Person 6639: (60, 109), status: IMMUNE, was infected 59 time(s).
Person 6640: (94, 37), status: INFECTED, was infected 53 time(s).
Person 6641: (53, 42), status: IMMUNE, was infected 56 time(s).
Person 6642: (58, 0), status: INFECTED, was infected 57 time(s).
Person 6643: (59, 13), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6644: (95, 49), status: IMMUNE, was infected 50 time(s).
Person 6645: (16, 43), status: SUSCEPTIBLE, was infected 36 time(s).
Person 6646: (19, 109), status: IMMUNE, was infected 59 time(s).
Person 6647: (43, 37), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6648: (91, 77), status: IMMUNE, was infected 54 time(s).
Person 6649: (95, 67), status: IMMUNE, was infected 50 time(s).
Person 6650: (55, 109), status: SUSCEPTIBLE, was infected 62 time(s).
Person 6651: (60, 102), status: IMMUNE, was infected 58 time(s).
Person 6652: (0, 28), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6653: (33, 71), status: IMMUNE, was infected 54 time(s).
Person 6654: (2, 11), status: SUSCEPTIBLE, was infected 36 time(s).
Person 6655: (109, 41), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6656: (64, 71), status: SUSCEPTIBLE, was infected 50 time(s).
Person 6657: (78, 78), status: IMMUNE, was infected 54 time(s).
Person 6658: (104, 63), status: SUSCEPTIBLE, was infected 50 time(s).
Person 6659: (17, 26), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6660: (45, 93), status: IMMUNE, was infected 59 time(s).
Person 6661: (24, 78), status: SUSCEPTIBLE, was infected 42 time(s).
Person 6662: (30, 44), status: INFECTED, was infected 54 time(s).
Person 6663: (56, 99), status: IMMUNE, was infected 54 time(s).
Person 6664: (94, 38), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6665: (44, 88), status: INFECTED, was infected 55 time(s).
Person 6666: (86, 78), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6667: (43, 106), status: INFECTED, was infected 53 time(s).
Person 6668: (95, 90), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6669: (17, 90), status: IMMUNE, was infected 58 time(s).
Person 6670: (20, 55), status: INFECTED, was infected 57 time(s).
Person 6671: (75, 92), status: INFECTED, was infected 57 time(s).
Person 6672: (37, 93), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6673: (30, 37), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6674: (64, 56), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6675: (35, 36), status: INFECTED, was infected 63 time(s).
Person 6676: (59, 40), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6677: (0, 56), status: INFECTED, was infected 69 time(s).
Person 6678: (15, 16), status: INFECTED, was infected 59 time(s).
Person 6679: (60, 60), status: IMMUNE, was infected 56 time(s).
Person 6680: (55, 88), status: INFECTED, was infected 49 time(s).
Person 6681: (42, 0), status: INFECTED, was infected 57 time(s).
Person 6682: (28, 63), status: IMMUNE, was infected 60 time(s).
Person 6683: (38, 40), status: INFECTED, was infected 60 time(s).
Person 6684: (43, 109), status: IMMUNE, was infected 50 time(s).
Person 6685: (53, 99), status: IMMUNE, was infected 46 time(s).
Person 6686: (29, 96), status: INFECTED, was infected 52 time(s).
Person 6687: (109, 12), status: INFECTED, was infected 46 time(s).
Person 6688: (44, 98), status: IMMUNE, was infected 49 time(s).
Person 6689: (11, 35), status: SUSCEPTIBLE, was infected 38 time(s).
Person 6690: (70, 43), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6691: (49, 44), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6692: (40, 68), status: IMMUNE, was infected 56 time(s).
Person 6693: (22, 71), status: INFECTED, was infected 44 time(s).
Person 6694: (51, 75), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6695: (27, 82), status: IMMUNE, was infected 43 time(s).
Person 6696: (84, 92), status: INFECTED, was infected 51 time(s).
Person 6697: (56, 24), status: IMMUNE, was infected 56 time(s).
Person 6698: (59, 53), status: IMMUNE, was infected 45 time(s).
Person 6699: (1, 43), status: INFECTED, was infected 55 time(s).
Person 6700: (56, 0), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6701: (0, 9), status: INFECTED, was infected 61 time(s).
Person 6702: (101, 72), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6703: (107, 37), status: SUSCEPTIBLE, was infected 42 time(s).
Person 6704: (40, 21), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6705: (48, 37), status: IMMUNE, was infected 53 time(s).
Person 6706: (61, 96), status: INFECTED, was infected 52 time(s).
Person 6707: (9, 60), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6708: (109, 66), status: INFECTED, was infected 59 time(s).
Person 6709: (105, 28), status: IMMUNE, was infected 51 time(s).
Person 6710: (0, 24), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6711: (75, 46), status: IMMUNE, was infected 51 time(s).
Person 6712: (47, 74), status: INFECTED, was infected 51 time(s).
Person 6713: (33, 39), status: IMMUNE, was infected 56 time(s).
Person 6714: (0, 71), status: INFECTED, was infected 46 time(s).
Person 6715: (84, 47), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6716: (91, 19), status: INFECTED, was infected 55 time(s).
Person 6717: (0, 94), status: INFECTED, was infected 57 time(s).
Person 6718: (3, 17), status: SUSCEPTIBLE, was infected 47 time(s).
